source_id,path,source_type,authority_status,owner,last_reviewed,notes
SRC-AJ-SKILL-SYNC-001,sys-for-ai/control_records/agentjobs/AJ-P1-SKILL-SYNC-001.yaml,agentjob,controlled,skill_governance,2026-07-06,AgentJob authorizing current system-definition skill integration into manifest validators adapters and registries.
SRC-AJ-CODEX-METRICS-ADAPT-001,sys-for-ai/control_records/agentjobs/AJ-P1-CODEX-METRICS-ADAPT-001.yaml,agentjob,controlled,runtime_session_accounting,2026-07-06,AgentJob authorizing local codex-usage-metrics adaptation or explicit fail-closed policy.
SRC-AJ-SYSTEM-DEFINITION-TEMPLATE-001,sys-for-ai/control_records/agentjobs/AJ-P1-SYSTEM-DEFINITION-TEMPLATE-001.yaml,agentjob,controlled,system_definition,2026-07-06,AgentJob authorizing controlled requirements-discovery and temp-prd templates plus optional validation.
SRC-SYSTEM-DOCUMENT-SPINE,sys-for-ai/docs/system_document_spine.md,policy,controlled,system_definition,2026-07-06,Policy defining the practical document chain beyond Product Requirements Documents.
SRC-SKILL-INTEGRATION-POLICY,sys-for-ai/docs/skill_integration_policy.md,policy,controlled,skill_governance,2026-07-06,Policy defining core skill routing and context-45 continuation rules.
SRC-REG-FORMAT-PROFILES,sys-for-ai/registries/format_profile_registry.csv,format_profile_registry,controlled,implementation_initialization,2026-07-06,Registry defining core file-format memory profiles.
SRC-REG-CONFIG-SOURCES,sys-for-ai/registries/config_source_registry.csv,config_source_registry,controlled,implementation_initialization,2026-07-06,Registry defining TOML configuration sources and contracts.
SRC-REG-CONTROL-RECORDS,sys-for-ai/registries/control_record_registry.csv,control_record_registry,controlled,implementation_initialization,2026-07-06,Registry defining YAML control and state records.
SRC-REG-VALIDATION-CONTRACTS,sys-for-ai/registries/validation_contract_registry.csv,validation_contract_registry,controlled,implementation_initialization,2026-07-06,Registry defining executable validation contracts.
SRC-REG-REQ-TRACE,sys-for-ai/registries/requirement_trace_registry.csv,requirement_trace_registry,controlled,implementation_initialization,2026-07-06,Registry mapping explicit Phase 0 requirement rows to Phase 1 initialization requirements deferrals semantic trace classes and review verdicts.
SRC-CONFIG-SYS-FOR-AI-EXAMPLE,sys-for-ai/configs/examples/sys_for_ai.example.toml,config_example,controlled,implementation_initialization,2026-07-06,Example framework TOML configuration source.
SRC-CONFIG-TARGET-PROJECT-EXAMPLE,sys-for-ai/configs/examples/target_project.example.toml,config_example,controlled,implementation_initialization,2026-07-06,Example target-project TOML configuration source.
SRC-CONTROL-HANDOFF-EXAMPLE,sys-for-ai/control_records/examples/handoff.example.yaml,control_record_example,controlled,implementation_initialization,2026-07-06,Example handoff carrying format-profile evidence.
SRC-CONTROL-COMPLETION-RECEIPT-EXAMPLE,sys-for-ai/control_records/examples/completion_receipt.example.yaml,control_record_example,controlled,implementation_initialization,2026-07-06,Example completion receipt carrying format-profile evidence.
SRC-CONTROL-STATE-SNAPSHOT-EXAMPLE,sys-for-ai/control_records/examples/state_snapshot.example.yaml,control_record_example,controlled,implementation_initialization,2026-07-06,Example bounded state snapshot for format-profile initialization.
SRC-FORMAT-PROFILE-POLICY,sys-for-ai/docs/format_profile_policy.md,policy,controlled,implementation_initialization,2026-07-06,Policy defining core file-format profile governance.
SRC-CCWIKI-POLICY,sys-for-ai/docs/configuration_control_wiki_policy.md,generated_derivative_policy,controlled,implementation_initialization,2026-07-06,Policy defining generated Configuration and Control Wiki behavior.
SRC-VCCAT-POLICY,sys-for-ai/docs/validation_contracts_catalog_policy.md,generated_derivative_policy,controlled,implementation_initialization,2026-07-06,Policy defining generated Validation Contracts Catalog behavior.
SRC-SCHEMAS-README,sys-for-ai/schemas/README.md,policy,controlled,implementation_initialization,2026-07-06,Policy note distinguishing schema-like specs from executable JSON Schema contracts.
SRC-CONTRACT-AGENTJOB,sys-for-ai/schemas/contracts/agentjob.schema.json,validation_contract,controlled,implementation_initialization,2026-07-06,JSON Schema contract for AgentJob records.
SRC-CONTRACT-HANDOFF,sys-for-ai/schemas/contracts/handoff.schema.json,validation_contract,controlled,implementation_initialization,2026-07-06,JSON Schema contract for handoff records.
SRC-CONTRACT-COMPLETION-RECEIPT,sys-for-ai/schemas/contracts/completion_receipt.schema.json,validation_contract,controlled,implementation_initialization,2026-07-06,JSON Schema contract for completion receipt records.
SRC-CONTRACT-STATE-SNAPSHOT,sys-for-ai/schemas/contracts/state_snapshot.schema.json,validation_contract,controlled,implementation_initialization,2026-07-06,JSON Schema contract for state snapshot records.
SRC-CONTRACT-SYS-FOR-AI-CONFIG,sys-for-ai/schemas/contracts/sys_for_ai_config.schema.json,validation_contract,controlled,implementation_initialization,2026-07-06,JSON Schema contract for framework and package TOML configuration.
SRC-CONTRACT-TARGET-PROJECT-CONFIG,sys-for-ai/schemas/contracts/target_project_config.schema.json,validation_contract,controlled,implementation_initialization,2026-07-06,JSON Schema contract for target-project TOML configuration.
SRC-CONTRACT-FORMAT-PROFILE-ROW,sys-for-ai/schemas/contracts/format_profile_registry_row.schema.json,validation_contract,controlled,implementation_initialization,2026-07-06,JSON Schema contract for format-profile registry rows.
SRC-CONTRACT-CONFIG-SOURCE-ROW,sys-for-ai/schemas/contracts/config_source_registry_row.schema.json,validation_contract,controlled,implementation_initialization,2026-07-06,JSON Schema contract for configuration-source registry rows.
SRC-CONTRACT-CONTROL-RECORD-ROW,sys-for-ai/schemas/contracts/control_record_registry_row.schema.json,validation_contract,controlled,implementation_initialization,2026-07-06,JSON Schema contract for control-record registry rows.
SRC-CONTRACT-VALIDATION-CONTRACT-ROW,sys-for-ai/schemas/contracts/validation_contract_registry_row.schema.json,validation_contract,controlled,implementation_initialization,2026-07-06,JSON Schema contract for validation-contract registry rows.
SRC-CONTRACT-REGISTRY-HEADER,sys-for-ai/schemas/contracts/registry_header.schema.json,validation_contract,controlled,implementation_initialization,2026-07-06,JSON Schema contract for CSV registry header lists.
SRC-CONTRACT-REQUIREMENT-TRACE-ROW,sys-for-ai/schemas/contracts/requirement_trace_registry_row.schema.json,validation_contract,controlled,implementation_initialization,2026-07-06,JSON Schema contract for requirement trace registry rows including trace class partial justification and review verdict rules.
SRC-PYPROJECT,sys-for-ai/pyproject.toml,config_source,controlled,implementation_initialization,2026-07-06,Python package metadata and dependency policy.
SRC-REQUIREMENTS,sys-for-ai/requirements.txt,config_source,controlled,implementation_initialization,2026-07-06,Pip dependency input for the local Phase 1 environment.
SRC-TOML-IO,sys-for-ai/sys_for_ai/toml_io.py,parser_helper,controlled,implementation_initialization,2026-07-06,TOML parser helper using tomllib or tomli.
SRC-JSONSCHEMA-IO,sys-for-ai/sys_for_ai/jsonschema_io.py,validator_helper,controlled,implementation_initialization,2026-07-06,JSON Schema loading and validation helper.
SRC-REGISTRY-IO,sys-for-ai/sys_for_ai/registry_io.py,registry_helper,controlled,implementation_initialization,2026-07-06,CSV registry loading and path-resolution helper.
SRC-SECURITY-CHECKS,sys-for-ai/sys_for_ai/security_checks.py,security_helper,controlled,implementation_initialization,2026-07-06,Phase 1 secret-like structured example checks.
SRC-DERIVATIVE-GENERATION,sys-for-ai/sys_for_ai/derivative_generation.py,derivative_validator,controlled,implementation_initialization,2026-07-06,Generated derivative validation helper that checks deterministic generated page output.
SRC-SELFHOST-BOUNDARY-DECISION,implementation_plans/self_hosting_boundary_decision_record.md,decision_record,controlled,implementation_initialization,2026-07-06,Decision record authorizing self-hosting boundaries for memory and continue-loop implementation.
SRC-SELFHOST-BOUNDARY-POLICY,sys-for-ai/docs/self_hosting_boundary_policy.md,policy,controlled,implementation_initialization,2026-07-06,Policy distinguishing framework system development system target system runtime skills and generated surfaces.
SRC-MEMORY-RETRIEVAL-POLICY,sys-for-ai/docs/memory_retrieval_policy.md,policy,controlled,implementation_initialization,2026-07-06,Policy defining memory retrieval as navigation rather than authority.
SRC-CONTINUE-LOOP-POLICY,sys-for-ai/docs/continue_loop_policy.md,policy,controlled,implementation_initialization,2026-07-06,Policy defining one-AgentJob continue-loop behavior.
SRC-REG-AGENTJOBS,sys-for-ai/registries/agentjob_registry.csv,agentjob_registry,controlled,control_loop,2026-07-06,Operational registry for AgentJob lifecycle rows.
SRC-REG-DIRECTOR-DECISIONS,sys-for-ai/registries/director_decision_registry.csv,director_decision_registry,controlled,control_loop,2026-07-06,Operational registry for Director Decision Records.
SRC-REG-HANDOFFS,sys-for-ai/registries/handoff_registry.csv,handoff_registry,controlled,control_loop,2026-07-06,Operational registry for handoff records.
SRC-REG-COMPLETION-RECEIPTS,sys-for-ai/registries/completion_receipt_registry.csv,completion_receipt_registry,controlled,control_loop,2026-07-06,Operational registry for completion receipts.
SRC-REG-MEMORY-PREFLIGHT-RECEIPTS,sys-for-ai/registries/memory_preflight_receipt_registry.csv,memory_preflight_receipt_registry,controlled,control_loop,2026-07-06,Operational registry for memory preflight receipts.
SRC-CONTRACT-DIRECTOR-DECISION,sys-for-ai/schemas/contracts/director_decision.schema.json,validation_contract,controlled,control_loop,2026-07-06,JSON Schema contract for Director Decision Records.
SRC-CONTRACT-AGENTJOB-V0-2,sys-for-ai/schemas/contracts/agentjob_v0_2.schema.json,validation_contract,controlled,control_loop,2026-07-06,JSON Schema contract for operational AgentJob v0.2 records.
SRC-CONTRACT-HANDOFF-V0-2,sys-for-ai/schemas/contracts/handoff_v0_2.schema.json,validation_contract,controlled,control_loop,2026-07-06,JSON Schema contract for operational handoff v0.2 records.
SRC-CONTRACT-COMPLETION-RECEIPT-V0-2,sys-for-ai/schemas/contracts/completion_receipt_v0_2.schema.json,validation_contract,controlled,control_loop,2026-07-06,JSON Schema contract for operational completion receipt v0.2 records.
SRC-CONTRACT-MEMORY-PREFLIGHT-RECEIPT,sys-for-ai/schemas/contracts/memory_preflight_receipt.schema.json,validation_contract,controlled,control_loop,2026-07-06,JSON Schema contract for memory preflight receipts.
SRC-CONTRACT-AGENTJOB-REGISTRY-ROW,sys-for-ai/schemas/contracts/agentjob_registry_row.schema.json,validation_contract,controlled,control_loop,2026-07-06,JSON Schema contract for AgentJob registry rows.
SRC-CONTRACT-DIRECTOR-DECISION-REGISTRY-ROW,sys-for-ai/schemas/contracts/director_decision_registry_row.schema.json,validation_contract,controlled,control_loop,2026-07-06,JSON Schema contract for Director decision registry rows.
SRC-CONTRACT-HANDOFF-REGISTRY-ROW,sys-for-ai/schemas/contracts/handoff_registry_row.schema.json,validation_contract,controlled,control_loop,2026-07-06,JSON Schema contract for handoff registry rows.
SRC-CONTRACT-COMPLETION-RECEIPT-REGISTRY-ROW,sys-for-ai/schemas/contracts/completion_receipt_registry_row.schema.json,validation_contract,controlled,control_loop,2026-07-06,JSON Schema contract for completion receipt registry rows.
SRC-CONTRACT-MEMORY-PREFLIGHT-RECEIPT-REGISTRY-ROW,sys-for-ai/schemas/contracts/memory_preflight_receipt_registry_row.schema.json,validation_contract,controlled,control_loop,2026-07-06,JSON Schema contract for memory preflight receipt registry rows.
SRC-MEMORY-PACKAGE-INIT,sys-for-ai/sys_for_ai/memory/__init__.py,memory_package,controlled,source_first_memory,2026-07-06,Source-first memory package public API.
SRC-MEMORY-MODEL,sys-for-ai/sys_for_ai/memory/model.py,memory_model,controlled,source_first_memory,2026-07-06,Dataclasses for registry validation derivative memory object and memory hit evidence.
SRC-MEMORY-AUTHORITY,sys-for-ai/sys_for_ai/memory/authority.py,memory_authority,controlled,source_first_memory,2026-07-06,Authority classification and required-next-action rules for memory objects.
SRC-MEMORY-BOOTSTRAP,sys-for-ai/sys_for_ai/memory/bootstrap.py,memory_bootstrap,controlled,source_first_memory,2026-07-06,Registry bootstrap compatibility surface.
SRC-MEMORY-REGISTRY-CATALOG,sys-for-ai/sys_for_ai/memory/registry_catalog.py,memory_catalog,controlled,source_first_memory,2026-07-06,Registry-backed memory catalog and memory status implementation.
SRC-MEMORY-LOOKUP,sys-for-ai/sys_for_ai/memory/lookup.py,memory_lookup,controlled,source_first_memory,2026-07-06,Memory lookup command implementation.
SRC-MEMORY-SEARCH,sys-for-ai/sys_for_ai/memory/search.py,memory_search,controlled,source_first_memory,2026-07-06,Deterministic source-first memory search implementation.
SRC-MEMORY-HASHING,sys-for-ai/sys_for_ai/memory/hashing.py,memory_hashing,controlled,source_first_memory,2026-07-06,Hash-path validate-hashes and update-hashes support.
SRC-MEMORY-GRAPH,sys-for-ai/sys_for_ai/memory/graph.py,memory_graph,controlled,source_first_memory,2026-07-06,Object relationship loading helper for memory graph work.
SRC-MEMORY-PREFLIGHT-SCAFFOLD,sys-for-ai/sys_for_ai/memory/preflight.py,memory_preflight_scaffold,controlled,source_first_memory,2026-07-06,Phase 3 scaffold for Phase 4 memory preflight behavior.
SRC-MEMORY-RECEIPTS-SCAFFOLD,sys-for-ai/sys_for_ai/memory/receipts.py,memory_receipts_scaffold,controlled,source_first_memory,2026-07-06,Phase 3 scaffold for Phase 4 memory receipt behavior.
SRC-MEMORY-PREFLIGHT-EXAMPLE,sys-for-ai/control_records/memory_preflights/memory_preflight_receipt.example.yaml,memory_preflight_receipt,controlled,source_first_memory,2026-07-06,Example memory preflight receipt with source and registry inspection evidence.
SRC-CONTROL-LOOP-INIT,sys-for-ai/sys_for_ai/control_loop/__init__.py,control_loop_module,controlled,control_loop,2026-07-06,Public API for generic continue control-loop kernel.
SRC-CONTROL-LOOP-MODEL,sys-for-ai/sys_for_ai/control_loop/model.py,control_loop_model,controlled,control_loop,2026-07-06,Dataclasses for program state AgentJob Director decision and selection evidence.
SRC-CONTROL-LOOP-STATE,sys-for-ai/sys_for_ai/control_loop/state.py,control_loop_state,controlled,control_loop,2026-07-06,Program state loading and JSON status helpers.
SRC-CONTROL-LOOP-DIRECTOR,sys-for-ai/sys_for_ai/control_loop/director.py,control_loop_director,controlled,control_loop,2026-07-06,Director decision loading helpers.
SRC-CONTROL-LOOP-JOB-SELECTION,sys-for-ai/sys_for_ai/control_loop/job_selection.py,control_loop_selection,controlled,control_loop,2026-07-06,One-AgentJob selection implementation.
SRC-CONTROL-LOOP-EXECUTION-PACKET,sys-for-ai/sys_for_ai/control_loop/execution_packet.py,control_loop_packet,controlled,control_loop,2026-07-06,Continue status preflight selection and execution packet generation.
SRC-CONTROL-LOOP-HANDOFF,sys-for-ai/sys_for_ai/control_loop/handoff.py,control_loop_handoff,controlled,control_loop,2026-07-06,Handoff lookup helper for continue selection.
SRC-CONTROL-LOOP-VALIDATORS,sys-for-ai/sys_for_ai/control_loop/validators.py,control_loop_validator,controlled,control_loop,2026-07-06,One-active-AgentJob and control-loop validation helpers.
SRC-DDR-SELFHOST-001,sys-for-ai/control_records/director_decisions/DDR-P1-SELFHOST-001.yaml,director_decision,controlled,control_loop,2026-07-06,Director decision selecting the Phase 5 continue packet kernel AgentJob.
SRC-AJ-SELFHOST-CONTINUE-KERNEL-001,sys-for-ai/control_records/agentjobs/AJ-P1-SELFHOST-CONTINUE-KERNEL-001.yaml,agentjob,controlled,control_loop,2026-07-06,Pending AgentJob for Phase 5 continue packet kernel.
SRC-CONTROL-LOOP-FINALIZATION,sys-for-ai/sys_for_ai/control_loop/finalization.py,control_loop_finalization,controlled,control_loop,2026-07-06,Deterministic continue finalization support for receipts handoffs snapshots and program state.
SRC-CONTROL-LOOP-RECEIPTS,sys-for-ai/sys_for_ai/control_loop/receipts.py,control_loop_receipts,controlled,control_loop,2026-07-06,Completion receipt loading and next handoff helpers.
SRC-COMPLETION-SELFHOST-CONTINUE-KERNEL-001,sys-for-ai/control_records/completions/completion_receipt.example.v0_2.yaml,completion_receipt,controlled,control_loop,2026-07-06,Operational completion receipt for continue kernel finalization.
SRC-HANDOFF-SELFHOST-CONTINUE-KERNEL-001,sys-for-ai/control_records/handoffs/handoff.example.v0_2.yaml,handoff,controlled,control_loop,2026-07-06,Operational handoff after continue kernel finalization.
SRC-STATE-SNAPSHOT-SELFHOST-CONTINUE-KERNEL-001,sys-for-ai/control_records/state_snapshots/state_snapshot.example.v0_2.yaml,state_snapshot,controlled,control_loop,2026-07-06,Bounded state snapshot after continue kernel finalization.
SRC-CONTROL-LOOP-BOUNDARIES,sys-for-ai/sys_for_ai/control_loop/boundaries.py,control_loop_boundary_validator,controlled,control_loop,2026-07-06,AgentJob boundary and Git diff validation implementation.
SRC-AJ-BOUNDARY-VALIDATORS-001,sys-for-ai/control_records/agentjobs/AJ-P1-BOUNDARY-VALIDATORS-001.yaml,agentjob,controlled,control_loop,2026-07-06,Pending AgentJob for Phase 7 boundary and diff validators.
SRC-TEST-AGENTJOB-BOUNDARIES,sys-for-ai/tests/test_agentjob_boundaries.py,test,controlled,control_loop,2026-07-06,Unit tests for AgentJob boundary and Git diff validators.
SRC-DERIVATIVES-PACKAGE-INIT,sys-for-ai/sys_for_ai/derivatives/__init__.py,derivative_generator_package,controlled,control_loop,2026-07-06,Public API for deterministic generated derivative builders.
SRC-DERIVATIVES-TEMPLATES,sys-for-ai/sys_for_ai/derivatives/templates.py,derivative_generator_template,controlled,control_loop,2026-07-06,Shared noncanonical generated page templates and check-write helpers.
SRC-DERIVATIVES-CONFIG-CONTROL,sys-for-ai/sys_for_ai/derivatives/config_control_wiki.py,derivative_generator,controlled,control_loop,2026-07-06,Configuration and Control Wiki deterministic generator.
SRC-DERIVATIVES-VALIDATION-CONTRACTS,sys-for-ai/sys_for_ai/derivatives/validation_contracts_catalog.py,derivative_generator,controlled,control_loop,2026-07-06,Validation Contracts Catalog deterministic generator.
SRC-AJ-DERIVATIVE-GENERATORS-001,sys-for-ai/control_records/agentjobs/AJ-P1-DERIVATIVE-GENERATORS-001.yaml,agentjob,controlled,control_loop,2026-07-06,Pending AgentJob for Phase 8 generated derivative generators.
SRC-TEST-GENERATED-DERIVATIVES,sys-for-ai/tests/test_generated_derivatives.py,test,controlled,control_loop,2026-07-06,Unit tests for deterministic generated derivative check and write behavior.
SRC-SKILL-CONTINUE-RUNTIME,.agents/skills/continue/SKILL.md,runtime_skill,controlled,skill_governance,2026-07-06,Active runtime continue skill for sys-for-ai-dev.
SRC-SKILL-SOURCE-FIRST-MEMORY-RUNTIME,.agents/skills/source-first-memory/SKILL.md,runtime_skill,controlled,skill_governance,2026-07-06,Active runtime source-first memory skill for sys-for-ai-dev.
SRC-SKILL-CONTINUE-SHIM,.codex/skills/continue/SKILL.md,compatibility_shim,controlled,skill_governance,2026-07-06,Compatibility shim pointing to the .agents continue skill.
SRC-SKILL-SOURCE-FIRST-MEMORY-SHIM,.codex/skills/source-first-memory/SKILL.md,compatibility_shim,controlled,skill_governance,2026-07-06,Compatibility shim pointing to the .agents source-first-memory skill.
SRC-SKILL-CONTINUE-PRODUCT,sys-for-ai/skills/core/continue/SKILL.md,skill_adapter,controlled,skill_governance,2026-07-06,Generic product scaffold continue skill template.
SRC-SKILL-SOURCE-FIRST-MEMORY-PRODUCT,sys-for-ai/skills/core/source-first-memory/SKILL.md,skill_adapter,controlled,skill_governance,2026-07-06,Generic product scaffold source-first-memory skill template.
SRC-AJ-CONTINUE-SKILLS-001,sys-for-ai/control_records/agentjobs/AJ-P1-CONTINUE-SKILLS-001.yaml,agentjob,controlled,skill_governance,2026-07-06,Pending AgentJob for Phase 9 continue and source-first memory skill surfaces.
SRC-TEST-SKILL-SURFACES,sys-for-ai/tests/test_skill_surfaces.py,test,controlled,skill_governance,2026-07-06,Unit tests for runtime shim and product scaffold skill surfaces.
SRC-SELFHOST-MEMORY-CONTINUE-PLAN,implementation_plans/sys-for-ai-dev_memory_continue_self_hosting_implementation_plan.md,implementation_plan,controlled,control_loop,2026-07-06,Controlled implementation plan for self-hosting memory and continue work.
SRC-TEMP-HANDOFF-0010,temp_handoff/handoff-0010.md,handoff,controlled,control_loop,2026-07-06,Phase 9 temp handoff inspected before Phase 10 acceptance.
SRC-AJ-SELFHOST-ACCEPTANCE-001,sys-for-ai/control_records/agentjobs/AJ-P1-SELFHOST-ACCEPTANCE-001.yaml,agentjob,controlled,control_loop,2026-07-06,Completed AgentJob for Phase 10 self-hosting acceptance.
SRC-MEMORY-PREFLIGHT-SELFHOST-ACCEPTANCE-001,sys-for-ai/control_records/memory_preflights/MEMPREFLIGHT-P1-SELFHOST-ACCEPTANCE-001.yaml,memory_preflight_receipt,controlled,source_first_memory,2026-07-06,Memory preflight receipt for Phase 10 acceptance.
SRC-COMPLETION-SELFHOST-ACCEPTANCE-001,sys-for-ai/control_records/completions/RECEIPT-P1-SELFHOST-ACCEPTANCE-001.yaml,completion_receipt,controlled,control_loop,2026-07-06,Acceptance completion receipt for self-hosting memory and continue implementation.
SRC-HANDOFF-SELFHOST-ACCEPTANCE-001,sys-for-ai/control_records/handoffs/HANDOFF-P1-SELFHOST-ACCEPTANCE-001.yaml,handoff,controlled,control_loop,2026-07-06,Terminal acceptance handoff for self-hosting memory and continue implementation.
SRC-SELFHOST-ACCEPTANCE-REPORT,implementation_plans/self_hosting_memory_continue_acceptance_report.md,acceptance_report,controlled,control_loop,2026-07-06,Acceptance report for the self-hosting memory and continue implementation plan.
SRC-TEST-SELFHOST-ACCEPTANCE,sys-for-ai/tests/test_self_hosting_acceptance.py,test,controlled,control_loop,2026-07-06,Unit tests for acceptance receipt handoff trace and terminal program state.
