source_id,path,source_type,authority_status,owner,last_reviewed,notes
SRC-REG-REQ-TRACE,Sys4AI/registries/requirement_trace_registry.csv,requirement_trace_registry,controlled,requirements_verifier,2026-07-10,Live generalized 2.0.0 trace with 214 TX-12 rows preserving exact TX-11 reconstruction plus 13 separately reviewed Phase 2 addendum rows and explicit capability verification evidence states.
SRC-CONFIG-SYS-FOR-AI-EXAMPLE,Sys4AI/configs/examples/sys4ai.example.toml,config_example,controlled,implementation_initialization,2026-07-06,Example framework TOML configuration source.
SRC-CONFIG-TARGET-PROJECT-EXAMPLE,Sys4AI/configs/examples/target_project.example.toml,config_example,controlled,implementation_initialization,2026-07-06,Example target-project TOML configuration source.
SRC-CONTROL-HANDOFF-EXAMPLE,Sys4AI/control_records/examples/handoff.example.yaml,control_record_example,controlled,implementation_initialization,2026-07-06,Example handoff carrying format-profile evidence.
SRC-CONTROL-COMPLETION-RECEIPT-EXAMPLE,Sys4AI/control_records/examples/completion_receipt.example.yaml,control_record_example,controlled,implementation_initialization,2026-07-06,Example completion receipt carrying format-profile evidence.
SRC-CONTROL-STATE-SNAPSHOT-EXAMPLE,Sys4AI/control_records/examples/state_snapshot.example.yaml,control_record_example,controlled,implementation_initialization,2026-07-06,Example bounded state snapshot for format-profile initialization.
SRC-FORMAT-PROFILE-POLICY,Sys4AI/docs/format_profile_policy.md,policy,controlled,implementation_initialization,2026-07-06,Policy defining core file-format profile governance.
SRC-CCWIKI-POLICY,Sys4AI/docs/configuration_control_wiki_policy.md,generated_derivative_policy,controlled,implementation_initialization,2026-07-06,Policy defining generated Configuration and Control Wiki behavior.
SRC-VCCAT-POLICY,Sys4AI/docs/validation_contracts_catalog_policy.md,generated_derivative_policy,controlled,implementation_initialization,2026-07-06,Policy defining generated Validation Contracts Catalog behavior.
SRC-SCHEMAS-README,Sys4AI/schemas/README.md,policy,controlled,implementation_initialization,2026-07-06,Policy note distinguishing schema-like specs from executable JSON Schema contracts.
SRC-CONTRACT-AGENTJOB,Sys4AI/schemas/contracts/agentjob.schema.json,validation_contract,controlled,implementation_initialization,2026-07-06,JSON Schema contract for AgentJob records.
SRC-CONTRACT-HANDOFF,Sys4AI/schemas/contracts/handoff.schema.json,validation_contract,controlled,implementation_initialization,2026-07-06,JSON Schema contract for handoff records.
SRC-CONTRACT-COMPLETION-RECEIPT,Sys4AI/schemas/contracts/completion_receipt.schema.json,validation_contract,controlled,implementation_initialization,2026-07-06,JSON Schema contract for completion receipt records.
SRC-CONTRACT-STATE-SNAPSHOT,Sys4AI/schemas/contracts/state_snapshot.schema.json,validation_contract,controlled,implementation_initialization,2026-07-06,JSON Schema contract for state snapshot records.
SRC-CONTRACT-SYS-FOR-AI-CONFIG,Sys4AI/schemas/contracts/sys4ai_config.schema.json,validation_contract,controlled,implementation_initialization,2026-07-06,JSON Schema contract for framework and package TOML configuration.
SRC-CONTRACT-TARGET-PROJECT-CONFIG,Sys4AI/schemas/contracts/target_project_config.schema.json,validation_contract,controlled,implementation_initialization,2026-07-06,JSON Schema contract for target-project TOML configuration.
SRC-CONTRACT-FORMAT-PROFILE-ROW,Sys4AI/schemas/contracts/format_profile_registry_row.schema.json,validation_contract,controlled,implementation_initialization,2026-07-06,JSON Schema contract for format-profile registry rows.
SRC-CONTRACT-CONFIG-SOURCE-ROW,Sys4AI/schemas/contracts/config_source_registry_row.schema.json,validation_contract,controlled,implementation_initialization,2026-07-06,JSON Schema contract for configuration-source registry rows.
SRC-CONTRACT-CONTROL-RECORD-ROW,Sys4AI/schemas/contracts/control_record_registry_row.schema.json,validation_contract,controlled,implementation_initialization,2026-07-06,JSON Schema contract for control-record registry rows.
SRC-CONTRACT-VALIDATION-CONTRACT-ROW,Sys4AI/schemas/contracts/validation_contract_registry_row.schema.json,validation_contract,controlled,implementation_initialization,2026-07-09,JSON Schema contract for validation-contract registry rows including Markdown artifacts parsed by focused validators.
SRC-CONTRACT-REGISTRY-HEADER,Sys4AI/schemas/contracts/registry_header.schema.json,validation_contract,controlled,implementation_initialization,2026-07-06,JSON Schema contract for CSV registry header lists.
SRC-CONTRACT-REQUIREMENT-TRACE-ROW,Sys4AI/schemas/contracts/requirement_trace_registry_row.schema.json,validation_contract,controlled,implementation_initialization,2026-07-10,Versioned JSON Schema accepting the exact legacy row and generalized 2.0.0 independent lifecycle coverage capability verification evidence and semantic-review row during TX-11 to TX-12 transition.
SRC-PYPROJECT,Sys4AI/pyproject.toml,config_source,controlled,implementation_initialization,2026-07-06,Python package metadata and dependency policy.
SRC-REQUIREMENTS,Sys4AI/requirements.txt,config_source,controlled,implementation_initialization,2026-07-06,Pip dependency input for the local Phase 1 environment.
SRC-TOML-IO,Sys4AI/sys_for_ai/toml_io.py,parser_helper,controlled,implementation_initialization,2026-07-06,TOML parser helper using tomllib or tomli.
SRC-JSONSCHEMA-IO,Sys4AI/sys_for_ai/jsonschema_io.py,validator_helper,controlled,implementation_initialization,2026-07-06,JSON Schema loading and validation helper.
SRC-REGISTRY-IO,Sys4AI/sys_for_ai/registry_io.py,registry_helper,controlled,implementation_initialization,2026-07-06,CSV registry loading and path-resolution helper.
SRC-SECURITY-CHECKS,Sys4AI/sys_for_ai/security_checks.py,security_helper,controlled,implementation_initialization,2026-07-06,Phase 1 secret-like structured example checks.
SRC-DERIVATIVE-GENERATION,Sys4AI/sys_for_ai/derivative_generation.py,derivative_validator,controlled,svc_documentation_surface_architect,2026-07-11,TX-20 deterministic strategic governance reader generator and fail-closed derivative drift validator.
SRC-SELFHOST-BOUNDARY-DECISION,implementation_plans/self_hosting_boundary_decision_record.md,decision_record,controlled,implementation_initialization,2026-07-06,Decision record authorizing self-hosting boundaries for memory and continue-loop implementation.
SRC-SELFHOST-BOUNDARY-POLICY,Sys4AI/docs/self_hosting_boundary_policy.md,policy,controlled,implementation_initialization,2026-07-06,Policy distinguishing framework system development system target system runtime skills and generated surfaces.
SRC-SELFHOST-MODE-POLICY,Sys4AI/docs/self_hosting_mode_policy.md,policy,controlled,implementation_initialization,2026-07-07,Policy defining self-hosting mode system-layer and authority rules.
SRC-CONFIG-SELFHOST-MODE,Sys4AI/configs/self_hosting_mode.toml,config_source,controlled,implementation_initialization,2026-07-07,Self-hosting mode TOML configuration source.
SRC-CONTRACT-SELFHOST-MODE,Sys4AI/schemas/contracts/self_hosting_mode.schema.json,validation_contract,controlled,implementation_initialization,2026-07-07,JSON Schema contract for self-hosting mode TOML configuration.
SRC-MEMORY-RETRIEVAL-POLICY,Sys4AI/docs/memory_retrieval_policy.md,policy,controlled,implementation_initialization,2026-07-06,Policy defining memory retrieval as navigation rather than authority.
SRC-REG-AGENTJOBS,Sys4AI/registries/agentjob_registry.csv,agentjob_registry,controlled,control_loop,2026-07-06,Operational registry for AgentJob lifecycle rows.
SRC-REG-DIRECTOR-DECISIONS,Sys4AI/registries/director_decision_registry.csv,director_decision_registry,controlled,control_loop,2026-07-06,Operational registry for Director Decision Records.
SRC-REG-HANDOFFS,Sys4AI/registries/handoff_registry.csv,handoff_registry,controlled,control_loop,2026-07-06,Operational registry for handoff records.
SRC-REG-COMPLETION-RECEIPTS,Sys4AI/registries/completion_receipt_registry.csv,completion_receipt_registry,controlled,control_loop,2026-07-06,Operational registry for completion receipts.
SRC-REG-MEMORY-PREFLIGHT-RECEIPTS,Sys4AI/registries/memory_preflight_receipt_registry.csv,memory_preflight_receipt_registry,controlled,control_loop,2026-07-06,Operational registry for memory preflight receipts.
SRC-CONTRACT-DIRECTOR-DECISION,Sys4AI/schemas/contracts/director_decision.schema.json,validation_contract,controlled,control_loop,2026-07-06,JSON Schema contract for Director Decision Records.
SRC-CONTRACT-AGENTJOB-V0-2,Sys4AI/schemas/contracts/agentjob_v0_2.schema.json,validation_contract,controlled,control_loop,2026-07-06,JSON Schema contract for operational AgentJob v0.2 records.
SRC-CONTRACT-HANDOFF-V0-2,Sys4AI/schemas/contracts/handoff_v0_2.schema.json,validation_contract,controlled,control_loop,2026-07-06,JSON Schema contract for operational handoff v0.2 records.
SRC-CONTRACT-COMPLETION-RECEIPT-V0-2,Sys4AI/schemas/contracts/completion_receipt_v0_2.schema.json,validation_contract,controlled,control_loop,2026-07-06,JSON Schema contract for operational completion receipt v0.2 records.
SRC-CONTRACT-MEMORY-PREFLIGHT-RECEIPT,Sys4AI/schemas/contracts/memory_preflight_receipt.schema.json,validation_contract,controlled,control_loop,2026-07-06,JSON Schema contract for memory preflight receipts.
SRC-CONTRACT-AGENTJOB-REGISTRY-ROW,Sys4AI/schemas/contracts/agentjob_registry_row.schema.json,validation_contract,controlled,control_loop,2026-07-06,JSON Schema contract for AgentJob registry rows.
SRC-CONTRACT-DIRECTOR-DECISION-REGISTRY-ROW,Sys4AI/schemas/contracts/director_decision_registry_row.schema.json,validation_contract,controlled,control_loop,2026-07-06,JSON Schema contract for Director decision registry rows.
SRC-CONTRACT-HANDOFF-REGISTRY-ROW,Sys4AI/schemas/contracts/handoff_registry_row.schema.json,validation_contract,controlled,control_loop,2026-07-06,JSON Schema contract for handoff registry rows.
SRC-CONTRACT-COMPLETION-RECEIPT-REGISTRY-ROW,Sys4AI/schemas/contracts/completion_receipt_registry_row.schema.json,validation_contract,controlled,control_loop,2026-07-06,JSON Schema contract for completion receipt registry rows.
SRC-CONTRACT-MEMORY-PREFLIGHT-RECEIPT-REGISTRY-ROW,Sys4AI/schemas/contracts/memory_preflight_receipt_registry_row.schema.json,validation_contract,controlled,control_loop,2026-07-06,JSON Schema contract for memory preflight receipt registry rows.
SRC-MEMORY-PACKAGE-INIT,Sys4AI/sys_for_ai/memory/__init__.py,memory_package,controlled,source_first_memory,2026-07-06,Source-first memory package public API.
SRC-MEMORY-MODEL,Sys4AI/sys_for_ai/memory/model.py,memory_model,controlled,source_first_memory,2026-07-06,Dataclasses for registry validation derivative memory object and memory hit evidence.
SRC-MEMORY-AUTHORITY,Sys4AI/sys_for_ai/memory/authority.py,memory_authority,controlled,source_first_memory,2026-07-06,Authority classification and required-next-action rules for memory objects.
SRC-MEMORY-BOOTSTRAP,Sys4AI/sys_for_ai/memory/bootstrap.py,memory_bootstrap,controlled,source_first_memory,2026-07-06,Registry bootstrap compatibility surface.
SRC-MEMORY-REGISTRY-CATALOG,Sys4AI/sys_for_ai/memory/registry_catalog.py,memory_catalog,controlled,source_first_memory,2026-07-06,Registry-backed memory catalog and memory status implementation.
SRC-MEMORY-LOOKUP,Sys4AI/sys_for_ai/memory/lookup.py,memory_lookup,controlled,source_first_memory,2026-07-06,Memory lookup command implementation.
SRC-MEMORY-SEARCH,Sys4AI/sys_for_ai/memory/search.py,memory_search,controlled,source_first_memory,2026-07-06,Deterministic source-first memory search implementation.
SRC-MEMORY-HASHING,Sys4AI/sys_for_ai/memory/hashing.py,memory_hashing,controlled,source_first_memory,2026-07-06,Hash-path validate-hashes and update-hashes support.
SRC-MEMORY-GRAPH,Sys4AI/sys_for_ai/memory/graph.py,memory_graph,controlled,source_first_memory,2026-07-06,Object relationship loading helper for memory graph work.
SRC-MEMORY-PREFLIGHT-SCAFFOLD,Sys4AI/sys_for_ai/memory/preflight.py,memory_preflight_scaffold,controlled,source_first_memory,2026-07-06,Phase 3 scaffold for Phase 4 memory preflight behavior.
SRC-MEMORY-RECEIPTS-SCAFFOLD,Sys4AI/sys_for_ai/memory/receipts.py,memory_receipts_scaffold,controlled,source_first_memory,2026-07-06,Phase 3 scaffold for Phase 4 memory receipt behavior.
SRC-MEMORY-PREFLIGHT-EXAMPLE,Sys4AI/control_records/memory_preflights/memory_preflight_receipt.example.yaml,memory_preflight_receipt,controlled,source_first_memory,2026-07-06,Example memory preflight receipt with source and registry inspection evidence.
SRC-PROGRAM-STATE,Sys4AI/control_records/program_state.yaml,program_state,controlled,control_loop,2026-07-08,Current tracked continuation program state after AJ25 sub-PRD promotion routing.
SRC-DDR-SELFHOST-001,Sys4AI/control_records/director_decisions/DDR-P1-SELFHOST-001.yaml,director_decision,controlled,control_loop,2026-07-06,Director decision selecting the Phase 5 continue packet kernel AgentJob.
SRC-AJ-SELFHOST-CONTINUE-KERNEL-001,Sys4AI/control_records/agentjobs/AJ-P1-SELFHOST-CONTINUE-KERNEL-001.yaml,agentjob,historical,control_loop,2026-07-06,Pending AgentJob for Phase 5 continue packet kernel.
SRC-COMPLETION-SELFHOST-CONTINUE-KERNEL-001,Sys4AI/control_records/completions/completion_receipt.example.v0_2.yaml,completion_receipt,controlled,control_loop,2026-07-06,Operational completion receipt for continue kernel finalization.
SRC-HANDOFF-SELFHOST-CONTINUE-KERNEL-001,Sys4AI/control_records/handoffs/handoff.example.v0_2.yaml,handoff,controlled,control_loop,2026-07-06,Operational handoff after continue kernel finalization.
SRC-STATE-SNAPSHOT-SELFHOST-CONTINUE-KERNEL-001,Sys4AI/control_records/state_snapshots/state_snapshot.example.v0_2.yaml,state_snapshot,controlled,control_loop,2026-07-06,Bounded state snapshot after continue kernel finalization.
SRC-AJ-BOUNDARY-VALIDATORS-001,Sys4AI/control_records/agentjobs/AJ-P1-BOUNDARY-VALIDATORS-001.yaml,agentjob,historical,control_loop,2026-07-06,Pending AgentJob for Phase 7 boundary and diff validators.
SRC-DERIVATIVES-PACKAGE-INIT,Sys4AI/sys_for_ai/derivatives/__init__.py,derivative_generator_package,controlled,control_loop,2026-07-06,Public API for deterministic generated derivative builders.
SRC-DERIVATIVES-TEMPLATES,Sys4AI/sys_for_ai/derivatives/templates.py,derivative_generator_template,controlled,svc_documentation_surface_architect,2026-07-11,Shared deterministic noncanonical generated page metadata templates and check-write helpers with TX-20 freshness epoch.
SRC-DERIVATIVES-CONFIG-CONTROL,Sys4AI/sys_for_ai/derivatives/config_control_wiki.py,derivative_generator,controlled,control_loop,2026-07-06,Configuration and Control Wiki deterministic generator.
SRC-DERIVATIVES-VALIDATION-CONTRACTS,Sys4AI/sys_for_ai/derivatives/validation_contracts_catalog.py,derivative_generator,controlled,control_loop,2026-07-06,Validation Contracts Catalog deterministic generator.
SRC-AJ-DERIVATIVE-GENERATORS-001,Sys4AI/control_records/agentjobs/AJ-P1-DERIVATIVE-GENERATORS-001.yaml,agentjob,historical,control_loop,2026-07-06,Pending AgentJob for Phase 8 generated derivative generators.
SRC-TEST-GENERATED-DERIVATIVES,Sys4AI/tests/test_generated_derivatives.py,test,controlled,verification_engineer,2026-07-11,Unit tests for deterministic strategic readers drift noncanonical authority current status G-07 G-08 and permission boundaries.
SRC-TEST-WALKING-SKELETON,Sys4AI/tests/test_walking_skeleton.py,test,controlled,framework_product,2026-07-11,Positive negative lifecycle history alternate-package trace and current-gate tests including accepted framework G-08.
SRC-SKILL-CONVERSATION-TO-PRD,.agents/skills/conversation-to-prd/SKILL.md,runtime_skill,controlled,skill_governance,2026-07-08,Active runtime conversation-to-prd skill used for WS18 PRD synthesis.
SRC-SKILL-SOURCE-FIRST-MEMORY-RUNTIME,.agents/skills/source-first-memory/SKILL.md,runtime_skill,controlled,skill_governance,2026-07-06,Active runtime source-first memory skill for Sys4AI-dev.
SRC-SKILL-SOURCE-FIRST-MEMORY-SHIM,.codex/skills/source-first-memory/SKILL.md,compatibility_shim,controlled,skill_governance,2026-07-06,Compatibility shim pointing to the .agents source-first-memory skill.
SRC-SKILL-SOURCE-FIRST-MEMORY-PRODUCT,Sys4AI/skills/core/source-first-memory/SKILL.md,skill_adapter,controlled,skill_governance,2026-07-06,Generic product scaffold source-first-memory skill template.
SRC-AJ-CONTINUE-SKILLS-001,Sys4AI/control_records/agentjobs/AJ-P1-CONTINUE-SKILLS-001.yaml,agentjob,historical,skill_governance,2026-07-06,Pending AgentJob for Phase 9 continue and source-first memory skill surfaces.
SRC-TEST-SKILL-SURFACES,Sys4AI/tests/test_skill_surfaces.py,test,controlled,skill_governance,2026-07-06,Unit tests for runtime shim and product scaffold skill surfaces.
SRC-SELFHOST-MEMORY-CONTINUE-PLAN,implementation_plans/Sys4AI-dev_memory_continue_self_hosting_implementation_plan.md,implementation_plan,controlled,control_loop,2026-07-06,Controlled implementation plan for self-hosting memory and continue work.
SRC-TEMP-HANDOFF-0010,temp_handoff/handoff-0010.md,handoff,controlled,control_loop,2026-07-06,Phase 9 temp handoff inspected before Phase 10 acceptance.
SRC-AJ-SELFHOST-ACCEPTANCE-001,Sys4AI/control_records/agentjobs/AJ-P1-SELFHOST-ACCEPTANCE-001.yaml,agentjob,historical,control_loop,2026-07-06,Completed AgentJob for Phase 10 self-hosting acceptance.
SRC-MEMORY-PREFLIGHT-SELFHOST-ACCEPTANCE-001,Sys4AI/control_records/memory_preflights/MEMPREFLIGHT-P1-SELFHOST-ACCEPTANCE-001.yaml,memory_preflight_receipt,controlled,source_first_memory,2026-07-06,Memory preflight receipt for Phase 10 acceptance.
SRC-COMPLETION-SELFHOST-ACCEPTANCE-001,Sys4AI/control_records/completions/RECEIPT-P1-SELFHOST-ACCEPTANCE-001.yaml,completion_receipt,controlled,control_loop,2026-07-06,Acceptance completion receipt for self-hosting memory and continue implementation.
SRC-HANDOFF-SELFHOST-ACCEPTANCE-001,Sys4AI/control_records/handoffs/HANDOFF-P1-SELFHOST-ACCEPTANCE-001.yaml,handoff,controlled,control_loop,2026-07-06,Terminal acceptance handoff for self-hosting memory and continue implementation.
SRC-SELFHOST-ACCEPTANCE-REPORT,implementation_plans/self_hosting_memory_continue_acceptance_report.md,acceptance_report,controlled,control_loop,2026-07-06,Acceptance report for the self-hosting memory and continue implementation plan.
SRC-TEST-SELFHOST-ACCEPTANCE,Sys4AI/tests/test_self_hosting_acceptance.py,test,controlled,control_loop,2026-07-11,Unit tests for retained acceptance evidence plus the current portable post-TX-21 blocked receipt handoff G-10 defer evidence and strategic-approval state.
SRC-ALL-RECS-IMPLEMENTATION-PLAN,implementation_plans/Sys4AI-dev_all_recommendations_implementation_plan.md,implementation_plan,controlled,implementation_initialization,2026-07-07,Controlled all-recommendations implementation plan for discovery gate self-hosting governance role validation runtime skill reconciliation and core skill expansion.
SRC-DEV-SKILL-REGISTRY,.agents/skill_registry/SKILL_REGISTRY.yaml,runtime_skill_registry,controlled,skill_governance,2026-07-07,Active Sys4AI-dev runtime skill registry.
SRC-DEV-FULL-RUNTIME-BUNDLE,.agents/skill_registry/SKILL_BUNDLES/full-development-runtime.yaml,runtime_skill_bundle,controlled,skill_governance,2026-07-07,Full development runtime bundle including active continuation and source-first memory skills.
SRC-SKILL-SOURCE-FIRST-MEMORY-RUNTIME-MANIFEST,.agents/skills/source-first-memory/skill.yaml,runtime_skill_manifest,controlled,skill_governance,2026-07-07,Active runtime source-first-memory skill manifest.
SRC-AJ-RUNTIME-SKILL-RECONCILIATION-001,Sys4AI/control_records/agentjobs/AJ-SFADEV-05-RUNTIME-SKILL-RECONCILIATION-001.yaml,agentjob,historical,skill_governance,2026-07-07,Completed AgentJob for all-recommendations runtime skill reconciliation.
SRC-MEMORY-PREFLIGHT-RUNTIME-SKILL-RECONCILIATION-001,Sys4AI/control_records/memory_preflights/MEMPREFLIGHT-SFADEV-05-RUNTIME-SKILL-RECONCILIATION-001.yaml,memory_preflight_receipt,controlled,source_first_memory,2026-07-07,Memory preflight receipt for all-recommendations runtime skill reconciliation.
SRC-COMPLETION-RUNTIME-SKILL-RECONCILIATION-001,Sys4AI/control_records/completions/RECEIPT-SFADEV-05-RUNTIME-SKILL-RECONCILIATION-001.yaml,completion_receipt,controlled,skill_governance,2026-07-07,Completion receipt for all-recommendations runtime skill reconciliation.
SRC-HANDOFF-RUNTIME-SKILL-RECONCILIATION-001,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-05-RUNTIME-SKILL-RECONCILIATION-001.yaml,handoff,controlled,skill_governance,2026-07-07,Handoff for all-recommendations runtime skill reconciliation.
SRC-TEMP-HANDOFF-0012,temp_handoff/handoff-0012.md,handoff,controlled,control_loop,2026-07-07,Runtime skill reconciliation temp handoff inspected before PRD integration.
SRC-DDR-PRD-INTEGRATION-001,Sys4AI/control_records/director_decisions/DDR-SFADEV-01-PRD-INTEGRATION-001.yaml,director_decision,controlled,implementation_initialization,2026-07-07,Director decision selecting all-recommendations PRD integration.
SRC-AJ-PRD-INTEGRATION-001,Sys4AI/control_records/agentjobs/AJ-SFADEV-01-PRD-INTEGRATION-001.yaml,agentjob,historical,implementation_initialization,2026-07-07,Completed AgentJob for all-recommendations PRD integration.
SRC-MEMORY-PREFLIGHT-PRD-INTEGRATION-001,Sys4AI/control_records/memory_preflights/MEMPREFLIGHT-SFADEV-01-PRD-INTEGRATION-001.yaml,memory_preflight_receipt,controlled,source_first_memory,2026-07-07,Memory preflight receipt for all-recommendations PRD integration.
SRC-COMPLETION-PRD-INTEGRATION-001,Sys4AI/control_records/completions/RECEIPT-SFADEV-01-PRD-INTEGRATION-001.yaml,completion_receipt,controlled,implementation_initialization,2026-07-07,Completion receipt for all-recommendations PRD integration.
SRC-HANDOFF-PRD-INTEGRATION-001,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-01-PRD-INTEGRATION-001.yaml,handoff,controlled,implementation_initialization,2026-07-07,Handoff for all-recommendations PRD integration.
SRC-REG-SYSTEM-LAYERS,Sys4AI/registries/system_layer_registry.csv,system_layer_registry,controlled,implementation_initialization,2026-07-07,Registry defining development framework template target and derivative system layers.
SRC-REG-DISCOVERY-RECORDS,Sys4AI/registries/discovery_record_registry.csv,discovery_record_registry,controlled,implementation_initialization,2026-07-07,Registry for Requirements Discovery Record instances.
SRC-REG-ROLES,Sys4AI/registries/role_registry.csv,role_registry,controlled,implementation_initialization,2026-07-07,Controlled role registry for Sys4AI roles.
SRC-REG-ROLE-SKILL-CROSSWALK,Sys4AI/registries/role_skill_crosswalk.csv,role_skill_crosswalk,controlled,implementation_initialization,2026-07-07,Registry mapping controlled roles to required optional forbidden conditional and recommended skills.
SRC-REG-ROLE-EXECUTION-BINDINGS,Sys4AI/registries/role_execution_binding_registry.csv,role_execution_binding_registry,controlled,implementation_initialization,2026-07-07,Registry defining role execution constraints for legacy control-record evidence.
SRC-REG-ARTIFACT-CONTRACTS,Sys4AI/registries/artifact_contract_registry.csv,artifact_contract_registry,controlled,implementation_initialization,2026-07-07,Registry defining artifact producers consumers sections authority and validation contracts.
SRC-REG-CORE-SKILL-PROPOSALS,Sys4AI/registries/core_skill_proposal_registry.csv,core_skill_proposal_registry,controlled,implementation_initialization,2026-07-07,Registry of proposed core organizational skills.
