handoff_id,path,status,execution_profile,producing_execution_transaction_id,next_execution_transaction_id,producing_legacy_execution_id,next_legacy_execution_id,next_recommended_role,source_ids,supersedes,source_hash,last_validated_at,notes
HANDOFF-SFADEV-09-GENERATED-DOCS-001,control_records/handoffs/HANDOFF-SFADEV-09-GENERATED-DOCS-001.yaml,completed,legacy_execution_v0_2,,,AJ-SFADEV-09-GENERATED-DOCS-001,AJ-SFADEV-10-END-TO-END-ACCEPTANCE-001,requirements_verifier,SRC-AJ-GENERATED-DOCS-001;SRC-ALL-RECS-IMPLEMENTATION-PLAN;SRC-REG-DERIVATIVES;SRC-DERIVATIVE-GENERATION,,pending,2026-07-07T05:19:36Z,Generated docs and derivative governance handoff for the all-recommendations implementation plan
HANDOFF-SFADEV-10-END-TO-END-ACCEPTANCE-001,control_records/handoffs/HANDOFF-SFADEV-10-END-TO-END-ACCEPTANCE-001.yaml,completed,legacy_execution_v0_2,,,AJ-SFADEV-10-END-TO-END-ACCEPTANCE-001,,system_director,SRC-AJ-END-TO-END-ACCEPTANCE-001;SRC-ALL-RECS-FINAL-ACCEPTANCE;SRC-ALL-RECS-IMPLEMENTATION-PLAN,,pending,2026-07-07T05:32:54Z,Terminal acceptance handoff for the all-recommendations implementation plan
HANDOFF-SYS4AI-DEV-NAME-MIGRATION-001,control_records/handoffs/HANDOFF-SYS4AI-DEV-NAME-MIGRATION-001.yaml,completed,legacy_execution_v0_2,,,AJ-SYS4AI-DEV-NAME-MIGRATION-001,,system_director,SRC-AJ-SYS4AI-DEV-NAME-MIGRATION-001;SRC-COMPLETION-SYS4AI-DEV-NAME-MIGRATION-001;SRC-DDR-SYS4AI-DEV-NAME-MIGRATION-001,,pending,2026-07-07T12:00:00Z,Terminal handoff for Sys4AI and Sys4AI-dev name migration
HANDOFF-SFADEV-11-INIT-FRONTDOOR-001,control_records/handoffs/HANDOFF-SFADEV-11-INIT-FRONTDOOR-001.yaml,completed,legacy_execution_v0_2,,,AJ-SFADEV-11-INIT-FRONTDOOR-001,,system_director,SRC-AJ-INIT-FRONTDOOR-001;SRC-COMPLETION-INIT-FRONTDOOR-001;SRC-DDR-INIT-FRONTDOOR-001,,pending,2026-07-07T18:00:00Z,Terminal handoff for init front-door implementation
HANDOFF-SFADEV-12-DISCOVERY-GATE-SMOKE-001,control_records/handoffs/HANDOFF-SFADEV-12-DISCOVERY-GATE-SMOKE-001.yaml,completed,legacy_execution_v0_2,,,AJ-SFADEV-12-DISCOVERY-GATE-SMOKE-001,,system_director,SRC-AJ-DISCOVERY-GATE-SMOKE-CLOSEOUT-001;SRC-RDR-DISCOVERY-GATE-SMOKE-001;SRC-COMPLETION-DISCOVERY-GATE-SMOKE-001,,pending,2026-07-07T23:58:03Z,Handoff closing discovery gate smoke validation
HANDOFF-SFADEV-13-PLAN-CONTROL-001,control_records/handoffs/HANDOFF-SFADEV-13-PLAN-CONTROL-001.yaml,completed,legacy_execution_v0_2,,,AJ-SFADEV-13-PLAN-CONTROL-001,,system_director,SRC-AJ-PLAN-CONTROL-001;SRC-PRD-DECOMPOSITION-FULL-IMPLEMENTATION-PLAN;SRC-COMPLETION-PLAN-CONTROL-001,,pending,2026-07-08T00:33:02Z,Handoff closing plan-control compatibility pointer
HANDOFF-SFADEV-14-PLAN-COMPLETION-AUDIT-001,control_records/handoffs/HANDOFF-SFADEV-14-PLAN-COMPLETION-AUDIT-001.yaml,completed,legacy_execution_v0_2,,,AJ-SFADEV-14-PLAN-COMPLETION-AUDIT-001,,system_director,SRC-AJ-PLAN-COMPLETION-AUDIT-001;SRC-PLAN-COMPLETION-AUDIT-001;SRC-COMPLETION-PLAN-COMPLETION-AUDIT-001,,pending,2026-07-08T00:46:59Z,Handoff closing plan completion audit
HANDOFF-SFADEV-15-NEXT-SCOPE-SELECTION-001,control_records/handoffs/HANDOFF-SFADEV-15-NEXT-SCOPE-SELECTION-001.yaml,completed,legacy_execution_v0_2,,,AJ-SFADEV-15-NEXT-SCOPE-SELECTION-001,AJ-SFADEV-16-LEGACY-PENDING-ROW-RECONCILIATION-001,requirements_verifier,SRC-AJ-NEXT-SCOPE-SELECTION-001;SRC-NEXT-SCOPE-FULL-IMPLEMENTATION-PLAN;SRC-COMPLETION-NEXT-SCOPE-SELECTION-001,,pending,2026-07-08T20:29:00Z,Handoff closing next-scope selection and recommending legacy pending row reconciliation
HANDOFF-SFADEV-16-LEGACY-PENDING-ROW-RECONCILIATION-001,control_records/handoffs/HANDOFF-SFADEV-16-LEGACY-PENDING-ROW-RECONCILIATION-001.yaml,completed,legacy_execution_v0_2,,,AJ-SFADEV-16-LEGACY-PENDING-ROW-RECONCILIATION-001,AJ-SFADEV-17-PHASE2-WALKING-SKELETON-RDR-001,user_wants_elicitor,SRC-AJ-LEGACY-PENDING-ROW-RECONCILIATION-001;SRC-LEGACY-PENDING-AGENTJOB-RECONCILIATION-SFADEV-16;SRC-COMPLETION-LEGACY-PENDING-ROW-RECONCILIATION-001,,pending,2026-07-08T20:38:12Z,Handoff closing legacy pending AgentJob row reconciliation and recommending Phase 2 RDR
HANDOFF-SFADEV-17-PHASE2-WALKING-SKELETON-RDR-001,control_records/handoffs/HANDOFF-SFADEV-17-PHASE2-WALKING-SKELETON-RDR-001.yaml,completed,legacy_execution_v0_2,,,AJ-SFADEV-17-PHASE2-WALKING-SKELETON-RDR-001,AJ-SFADEV-18-PHASE2-WALKING-SKELETON-PRD-001,user_wants_elicitor,SRC-AJ-PHASE2-WALKING-SKELETON-RDR-001;SRC-RDR-PHASE2-WALKING-SKELETON-001;SRC-COMPLETION-PHASE2-WALKING-SKELETON-RDR-001,,pending,2026-07-08T20:49:17Z,Handoff closing Phase 2 walking skeleton RDR and recommending Phase 2 PRD
HANDOFF-SFADEV-18-PHASE2-WALKING-SKELETON-PRD-001,control_records/handoffs/HANDOFF-SFADEV-18-PHASE2-WALKING-SKELETON-PRD-001.yaml,completed,legacy_execution_v0_2,,,AJ-SFADEV-18-PHASE2-WALKING-SKELETON-PRD-001,AJ-SFADEV-19-PHASE2-WALKING-SKELETON-PLAN-001,implementation_planner,SRC-NEXT-SCOPE-FULL-IMPLEMENTATION-PLAN;SRC-RDR-PHASE2-WALKING-SKELETON-001;SRC-PRD-P2-WALKING-SKELETON,,pending,2026-07-08T21:04:10Z,Handoff for Phase 2 walking skeleton PRD
HANDOFF-SFADEV-19-PHASE2-WALKING-SKELETON-PLAN-001,control_records/handoffs/HANDOFF-SFADEV-19-PHASE2-WALKING-SKELETON-PLAN-001.yaml,completed,legacy_execution_v0_2,,,AJ-SFADEV-19-PHASE2-WALKING-SKELETON-PLAN-001,AJ-SFADEV-20-WALKING-SKELETON-FLOW-001,implementation_initialization_agent,SRC-AJ-PHASE2-WALKING-SKELETON-PLAN-001;SRC-P2-WALKING-SKELETON-IMPLEMENTATION-PLAN;SRC-COMPLETION-PHASE2-WALKING-SKELETON-PLAN-001,,pending,2026-07-08T21:25:01Z,Handoff for Phase 2 walking skeleton implementation plan
HANDOFF-SFADEV-20-WALKING-SKELETON-FLOW-001,control_records/handoffs/HANDOFF-SFADEV-20-WALKING-SKELETON-FLOW-001.yaml,completed,legacy_execution_v0_2,,,AJ-SFADEV-20-WALKING-SKELETON-FLOW-001,AJ-SFADEV-21-TARGET-PACKAGE-SMOKE-001,implementation_initialization_agent,SRC-AJ-WALKING-SKELETON-FLOW-001;SRC-WALKING-SKELETON-FLOW-MODULE;SRC-COMPLETION-WALKING-SKELETON-FLOW-001,,pending,2026-07-08T21:41:39Z,Handoff for Phase 2 walking skeleton flow validator
HANDOFF-SFADEV-21-TARGET-PACKAGE-SMOKE-001,control_records/handoffs/HANDOFF-SFADEV-21-TARGET-PACKAGE-SMOKE-001.yaml,completed,legacy_execution_v0_2,,,AJ-SFADEV-21-TARGET-PACKAGE-SMOKE-001,AJ-SFADEV-22-WALKING-SKELETON-DEMO-001,requirements_verifier,SRC-AJ-TARGET-PACKAGE-SMOKE-001;SRC-TARGET-PACKAGE-VALIDATOR;SRC-EXAMPLE-REPO-STEWARD-PACKAGE;SRC-COMPLETION-TARGET-PACKAGE-SMOKE-001,,pending,2026-07-08T21:56:48Z,Handoff for Phase 2 target package smoke surface
HANDOFF-SFADEV-22-WALKING-SKELETON-DEMO-001,control_records/handoffs/HANDOFF-SFADEV-22-WALKING-SKELETON-DEMO-001.yaml,completed,legacy_execution_v0_2,,,AJ-SFADEV-22-WALKING-SKELETON-DEMO-001,AJ-SFADEV-23-PRD-DECOMPOSITION-STRATEGY-001,requirements_manager,SRC-AJ-WALKING-SKELETON-DEMO-001;SRC-PHASE2-WALKING-SKELETON-DEMO-REPORT;SRC-COMPLETION-WALKING-SKELETON-DEMO-001;SRC-AJ-PRD-DECOMPOSITION-STRATEGY-001,,pending,2026-07-08T22:11:45Z,Handoff for Phase 2 walking skeleton demo
HANDOFF-SFADEV-23-PRD-DECOMPOSITION-STRATEGY-001,control_records/handoffs/HANDOFF-SFADEV-23-PRD-DECOMPOSITION-STRATEGY-001.yaml,completed,legacy_execution_v0_2,,,AJ-SFADEV-23-PRD-DECOMPOSITION-STRATEGY-001,AJ-SFADEV-24-SUBPRD-DRAFTS-001,requirements_manager,SRC-AJ-PRD-DECOMPOSITION-STRATEGY-001;SRC-PRD-DECOMPOSITION-STRATEGY;SRC-REG-PRD-MODULES;SRC-COMPLETION-PRD-DECOMPOSITION-STRATEGY-001;SRC-AJ-SUBPRD-DRAFTS-001,,pending,2026-07-08T22:31:22Z,Handoff for PRD decomposition strategy
HANDOFF-SFADEV-24-SUBPRD-DRAFTS-001,control_records/handoffs/HANDOFF-SFADEV-24-SUBPRD-DRAFTS-001.yaml,completed,legacy_execution_v0_2,,,AJ-SFADEV-24-SUBPRD-DRAFTS-001,,system_director,SRC-AJ-SUBPRD-DRAFTS-001;SRC-REG-PRD-MODULES;SRC-COMPLETION-SUBPRD-DRAFTS-001;SRC-PRD-MODULES-README,,pending,2026-07-08T22:48:29Z,Handoff for sub-PRD draft generation and WS-25 promotion or routing recommendation.
HANDOFF-SFADEV-25-SUBPRD-PROMOTION-001,control_records/handoffs/HANDOFF-SFADEV-25-SUBPRD-PROMOTION-001.yaml,completed,legacy_execution_v0_2,,,AJ-SFADEV-25-SUBPRD-PROMOTION-001,,requirements_verifier,SRC-AJ-SUBPRD-PROMOTION-001;SRC-DDR-SUBPRD-PROMOTION-001;SRC-PRD-README;SRC-COMPLETION-SUBPRD-PROMOTION-001,,pending,2026-07-08T23:18:35Z,Handoff for sub-PRD promotion routing and WS-26 final acceptance recommendation.
HANDOFF-SFADEV-26-NEXT-SCOPE-ACCEPTANCE-001,control_records/handoffs/HANDOFF-SFADEV-26-NEXT-SCOPE-ACCEPTANCE-001.yaml,completed,legacy_execution_v0_2,,,AJ-SFADEV-26-NEXT-SCOPE-ACCEPTANCE-001,,implementation_planner,SRC-AJ-NEXT-SCOPE-ACCEPTANCE-001;SRC-DDR-NEXT-SCOPE-ACCEPTANCE-001;SRC-NEXT-SCOPE-COMPLETION-RECEIPT-001;SRC-NEXT-SCOPE-COMPLETION-AUDIT-001;SRC-COMPLETION-NEXT-SCOPE-ACCEPTANCE-001,,pending,2026-07-08T23:34:30Z,Handoff closing next-scope final acceptance and recommending Phase 3 target-system template generation.
HANDOFF-SFADEV-STRATEGIC-BASELINE-TX10-001,control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX10-001.yaml,ready,portable_execution_transaction_v1,TX-10-ACTIVE-SURFACE-MIGRATION,TX-11-TRACE-SCHEMA,,,trace_owner,SRC-STRATEGIC-BASELINE-TX10-RECEIPT;SRC-STRATEGIC-BASELINE-MIGRATION-PLAN;SRC-DDR-STRATEGIC-BASELINE-G05-001,,pending,2026-07-10,Routes only to TX-11 after TX-10 commit and push evidence.
HANDOFF-SFADEV-STRATEGIC-BASELINE-TX11-001,control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX11-001.yaml,ready,portable_execution_transaction_v1,TX-11-TRACE-SCHEMA,TX-12-TRACE-DATA,,,trace_owner,SRC-STRATEGIC-BASELINE-TX11-RECEIPT;SRC-CONTRACT-REQUIREMENT-TRACE-ROW;SRC-TRACE-SCHEMA-MIGRATION-PROFILE;SRC-VALIDATOR-TRACE-MIGRATION;SRC-REG-REQ-TRACE,,pending,2026-07-10,Routes only to TX-12 after TX-11 commit and push evidence; TX-13 remains blocked.
HANDOFF-SFADEV-STRATEGIC-BASELINE-TX12-001,control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX12-001.yaml,ready,portable_execution_transaction_v1,TX-12-TRACE-DATA,TX-13-VALIDATORS,,,verification_engineer,SRC-STRATEGIC-BASELINE-TX12-RECEIPT;SRC-TRACE-SEMANTIC-REVIEW-TX12;SRC-VALIDATOR-TRACE-MIGRATION;SRC-REG-REQ-TRACE,,pending,2026-07-10,Routes only to TX-13 after TX-12 commit and push evidence; TX-14 remains blocked.
HANDOFF-SFADEV-STRATEGIC-BASELINE-TX13-001,control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX13-001.yaml,ready,portable_execution_transaction_v1,TX-13-VALIDATORS,TX-14-PHASE2,,,requirements_manager,SRC-STRATEGIC-BASELINE-TX13-RECEIPT;SRC-VALIDATOR-STRATEGIC-INTENT;SRC-VALIDATOR-PRD-SEMANTICS;SRC-VALIDATOR-LIFECYCLE-PATTERNS;SRC-VALIDATOR-TRACE-SEMANTICS;SRC-REG-REQ-TRACE,,pending,2026-07-10,Routes only to TX-14 after TX-13 commit and push evidence; TX-15 remains blocked.
HANDOFF-SFADEV-STRATEGIC-BASELINE-TX14-001,control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX14-001.yaml,ready,portable_execution_transaction_v1,TX-14-PHASE2,TX-15-TARGET-PACKAGE,,,implementation_initialization_agent,SRC-STRATEGIC-BASELINE-TX14-RECEIPT;SRC-PRD-P2-STRATEGIC-BASELINE-ADDENDUM;SRC-REG-REQ-TRACE;SRC-VALIDATOR-PRD-SEMANTICS;SRC-VALIDATOR-TRACE-MIGRATION,,pending,2026-07-10,Routes only to TX-15 after TX-14 commit and push evidence; TX-16 remains blocked.
HANDOFF-SFADEV-STRATEGIC-BASELINE-TX15-001,control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX15-001.yaml,ready,portable_execution_transaction_v1,TX-15-TARGET-PACKAGE,TX-16-WALKING-SKELETON,,,system_engineer,SRC-STRATEGIC-BASELINE-TX15-RECEIPT;SRC-SCHEMA-TARGET-SYSTEM-PACKAGE;SRC-TARGET-PACKAGE-VALIDATOR;SRC-TEST-TARGET-PACKAGE;SRC-EXAMPLE-REPO-STEWARD-PACKAGE;SRC-REG-REQ-TRACE,,pending,2026-07-10,Routes only to TX-16 after TX-15 commit and push evidence; TX-17 remains blocked.
HANDOFF-SFADEV-STRATEGIC-BASELINE-TX16-001,control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX16-001.yaml,ready,portable_execution_transaction_v1,TX-16-WALKING-SKELETON,TX-17-SAFETY-EVALUATION,,,security_engineer,SRC-STRATEGIC-BASELINE-TX16-RECEIPT;SRC-WALKING-SKELETON-FLOW-MODULE;SRC-TEST-WALKING-SKELETON;SRC-EXAMPLE-REPO-STEWARD-PACKAGE;SRC-PRD-P2-STRATEGIC-BASELINE-ADDENDUM;SRC-REG-REQ-TRACE,,pending,2026-07-10,Routes only to TX-17 after TX-16 commit and push evidence; TX-18 remains blocked.
HANDOFF-SFADEV-STRATEGIC-BASELINE-TX17-001,control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX17-001.yaml,human_gated,portable_execution_transaction_v1,TX-17-SAFETY-EVALUATION,TX-18-HUMAN-APPROVAL,,,system_director,SRC-SAFETY-EVALUATION-PACKET-TX17;SRC-HOLDOUT-SUITE-SELF-CHANGE-TX17;SRC-VALIDATOR-SAFETY-EVALUATION;SRC-TEST-SAFETY-EVALUATION;SRC-STRATEGIC-BASELINE-TX17-RECEIPT;SRC-REG-REQ-TRACE,,pending,2026-07-10,Routes only to TX-18 accountable human review after TX-17 shared-baseline closeout and implies no approval.
HANDOFF-SFADEV-STRATEGIC-BASELINE-TX18-001,control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX18-001.yaml,ready,portable_execution_transaction_v1,TX-18-HUMAN-APPROVAL,TX-19-MODULES,,,requirements_manager,SRC-DDR-STRATEGIC-BASELINE-G08-001;SRC-PRD-P0;SRC-TX18-EXECUTION-TRANSACTION;SRC-COMPLETION-STRATEGIC-BASELINE-TX18;SRC-STRATEGIC-BASELINE-TX18-RECEIPT;SRC-REG-REQ-TRACE,,pending,2026-07-10,Routes only to TX-19 derivative-module regeneration after TX-18 shared-baseline publication; G-07 G-10 production and operations remain open.
HANDOFF-SFADEV-STRATEGIC-BASELINE-TX19-001,control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX19-001.yaml,ready,portable_execution_transaction_v1,TX-19-MODULES,TX-20-GENERATED-DOCS,,,svc_documentation_surface_architect,SRC-TX19-EXECUTION-TRANSACTION;SRC-COMPLETION-STRATEGIC-BASELINE-TX19;SRC-STRATEGIC-BASELINE-TX19-RECEIPT;SRC-REG-PRD-MODULES;SRC-PRD-MODULES-README;SRC-REG-REQ-TRACE,,pending,2026-07-10,Routes only to TX-20 generated strategic reader regeneration after TX-19 shared-baseline publication; G-07 G-09 G-10 production and operations remain open.
HANDOFF-SFADEV-STRATEGIC-BASELINE-TX20-001,control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX20-001.yaml,ready,portable_execution_transaction_v1,TX-20-GENERATED-DOCS,TX-21-FINAL-ACCEPTANCE,,,requirements_verifier,SRC-TX20-EXECUTION-TRANSACTION;SRC-COMPLETION-STRATEGIC-BASELINE-TX20;SRC-STRATEGIC-BASELINE-TX20-RECEIPT;SRC-REG-DERIVATIVES;SRC-DERIVATIVE-GENERATION;SRC-DDR-STRATEGIC-BASELINE-G08-001;SRC-REG-REQ-TRACE,,pending,2026-07-11,Routes only to TX-21 final acceptance after TX-20 shared-baseline publication; G-07 G-10 production and operations remain open.
HANDOFF-SFADEV-STRATEGIC-BASELINE-TX21-001,control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX21-001.yaml,blocked,portable_execution_transaction_v1,TX-21-FINAL-ACCEPTANCE,,,,interface_integration_owner,SRC-FINAL-ACCEPTANCE-STRATEGIC-BASELINE-TX21;SRC-DDR-STRATEGIC-BASELINE-G10-001;SRC-TX21-EXECUTION-TRANSACTION;SRC-COMPLETION-STRATEGIC-BASELINE-TX21;SRC-HOST-PROFILE-CODEX-APP-REFERENCE;SRC-SAFETY-EVALUATION-PACKET-TX17;SRC-REG-REQ-TRACE,,pending,2026-07-11,No automatic next transaction; G-10 remains deferred pending separately authorized G-07 and material evidence closure.
HANDOFF-SFADEV-STRATEGIC-BASELINE-TX22-001,control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX22-001.yaml,ready,portable_execution_transaction_v1,TX-22-G07-HOST-VERIFICATION,TX-23-EVIDENCE-CLOSURE-PLAN,,,verification_engineer,SRC-HOST-VERIFICATION-REPORT-G07-TX22;SRC-DDR-STRATEGIC-BASELINE-G07-001;SRC-HOST-PROFILE-CODEX-APP-REFERENCE;SRC-TX22-EXECUTION-TRANSACTION;SRC-COMPLETION-STRATEGIC-BASELINE-TX22;SRC-REG-REQ-TRACE,,pending,2026-07-11,G-07 accepted for the exact current mixed profile; bounded TX-23 evidence-closure planning is already authorized and ready.
HANDOFF-SFADEV-STRATEGIC-BASELINE-TX23-001,control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX23-001.yaml,human_gated,portable_execution_transaction_v1,TX-23-EVIDENCE-CLOSURE-PLAN,,,,system_director,SRC-EVIDENCE-CLOSURE-PLAN-TX23;SRC-REG-EVIDENCE-CLOSURE-PLAN;SRC-VALIDATOR-EVIDENCE-CLOSURE;SRC-TX23-EXECUTION-TRANSACTION;SRC-COMPLETION-STRATEGIC-BASELINE-TX23;SRC-REG-REQ-TRACE,,pending,2026-07-11,TX-23 classification complete; accountable G-11 evidence-scope decision required and no later transaction automatically authorized.
HANDOFF-SFADEV-STRATEGIC-BASELINE-TX24-001,control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX24-001.yaml,human_gated,portable_execution_transaction_v1,TX-24-LOCAL-EVIDENCE-SEMANTIC-REVIEW,,,,system_director,SRC-DDR-STRATEGIC-BASELINE-G11-001;SRC-LOCAL-EVIDENCE-REPORT-TX24;SRC-REG-LOCAL-EVIDENCE-EXECUTION;SRC-TX24-EXECUTION-TRANSACTION;SRC-COMPLETION-STRATEGIC-BASELINE-TX24;SRC-REG-REQ-TRACE;SRC-REG-EVIDENCE-CLOSURE-PLAN,,pending,2026-07-11,TX-24 closes exactly seven semantic reviews and stops before any later local family plan decision waiver or G-10 route.
